Name;Name Short;Type;Type2;Pool;Pool2;Tier;Attack;Health;Text;Attack Golden;Health Golden;Text Golden;Token;Battlecry;Deathrattle;Taunt;Divine Shield;Windfury;Venomous;Reborn;Avenge;Magnetic;Spellcraft;Blizzard ID;Summon ID;Picture Link;Artist;Flavor;Active;Duos only
Metaltooth Leaper;Metaltooth;Mech;;Mech;;2;3;3;Battlecry: Give your other Mechs +2 Attack.;6;6;Battlecry: Give your other Mechs +4 Attack.;;1;;;;;;;;;;GVG_048;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/GVG_048.png;Hideaki Takamura;Don't leave them out in the rain. In Un'Goro Crater there is a whole colony of rust-tooth leapers.;;
Mind Muck;Muck;Demon;;Demon;;2;3;2;Battlecry: Choose a friendly Demon. It consumes a minion in the Tavern to gain its stats.;6;4;Battlecry: Choose a friendly Demon. It consumes a minion in the Tavern to gain double its stats.;;1;;;;;;;;;;BG23_357;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_357.png;;;1;
Murcules;Murcules;Murloc;;Murloc;;2;5;3;Whenever this kills a minion, give a minion in your hand +2/+2.;10;6;Whenever this kills a minion, give a minion in your hand +4/+4.;;;;;;;;;;;;BG27_023;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_023.png;;;;
Murloc Warleader;Warleader;Murloc;;Murloc;;2;3;3;Your other Murlocs have +2 Attack.;6;6;Your other Murlocs have +4 Attack.;;;;;;;;;;;;EX1_507;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/EX1_507.png;Tim McBurnie;Do Murlocs ever get tired of making the same old sound? Nope! Mrglglrglglglglglglgl!;;
Museum Mummy;MM;Undead;;Undead;;2;5;1;Battlecry: Summon a 1/1 Skeleton.;10;2;Battlecry: Summon a 2/2 Skeleton.;;1;;;;;;;;;;BG30_850;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_850.png;;;;
Nathrezim Overseer;Overseer;Demon;;Demon;;2;2;4;Battlecry: Give a friendly Demon +2/+2.;4;8;Battlecry: Give a friendly Demon +4/+4.;;1;;;;;;;;;;BGS_001;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_001.png;;;;
Nerubian Deathswarmer;Deathswarmer;Undead;;Undead;;2;1;4;Battlecry: Give your Undead +1 Attack for the rest of the game (wherever they are).;2;8;Battlecry: Give your Undead +2 Attack for the rest of the game (wherever they are).;;1;;;;;;;;;;BG25_011;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_011.png;;;1;
Oozeling Gladiator;Oozeling;;;All;;2;2;2;Battlecry: Get two Slimy Shields that give +1/+1 and Taunt.;4;4;Battlecry: Get four Slimy Shields that give +1/+1 and Taunt.;;1;;;;;;;;;;BG27_002;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_002.png;;;1;
Parched Wanderer;Wanderer;Murloc;;Murloc;;2;2;2;Battlecry: Give a Murloc +2/+3 and Taunt.;4;4;Battlecry: Give a Murloc +4/+6 and Taunt.;;1;;;;;;;;;;BG30_756;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_756.png;;;1;
Party Elemental;Party;Elemental;;Elemental;;2;3;2;After you play an Elemental, give a friendly Elemental other than it +2/+1.;6;4;After you play an Elemental, give a friendly Elemental other than it +4/+2.;;;;;;;;;;;;BGS_120;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_120.png;;;;
Patient Scout;Scout;;;All;;2;1;1;When you sell this, Discover a Tier 1 minion. (Upgrades each turn!);2;2;When you sell this, Discover two Tier 1 minion. (Upgrades each turn!);;;;;;;;;;;;BG24_715;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG24_715.png;;;1;
Piggyback Imp;Piggy;Demon;;Demon;;2;4;1;Deathrattle: Summon a 4/1 Imp.;8;2;Deathrattle: Summon a 8/2 Imp.;;;1;;;;;;;;;BG_AV_309;BG_AV_309_Gt;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG_AV_309.png;Todd Harris;Imp my ride.;;
Poetic Pen Pal;Pen Pal;;;All;;2;2;4;Battlecry: Reduce the Cost of your next Buddy by (2).;4;8;Battlecry: Reduce the Cost of your next Buddy by (4).;;1;;;;;;;;;;BG25_105;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_105.png;;;;
Prophet of the Boar;Prophet;;;Quilboar;;2;2;3;Taunt. After you play a Quilboar, get a Blood Gem.;4;6;Taunt. After you play a Quilboar, get 2 Blood Gems.;;;;1;;;;;;;;BG20_203;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_203.png;;;1;
Rabid Saurolisk;Saurolisk;Beast;;Beast;;2;3;2;After you play a minion with Deathrattle, gain +1/+2.;6;4;After you play a minion with Deathrattle, gain +2/+4.;;;;;;;;;;;;BGS_075;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_075.png;;;;
Reef Riffer;Riffer;Naga;;Naga;;2;1;1;Spellcraft: Give a minion stats equal to your Tavern Tier until next turn.;2;2;Spellcraft: Give a minion stats equal to twice your Tavern Tier until next turn.;;;;;;;;;;;1;BG26_501;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_501.png;Grafit;;;
Ripsnarl Captain;Ripsnarl;Pirate;;Pirate;;2;2;4;Whenever a friendly Pirate attacks, give it +3 Attack.;4;8;Whenever a friendly Pirate attacks, give it +6 Attack.;;;;;;;;;;;;BGS_056;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_056.png;;;1;
Roadboar;Roadboar;Quilboar;;Quilboar;;2;2;4;Frenzy: Gain a Blood Gem.;4;8;Frenzy: Gain 2 Blood Gems.;;;;;;;;;;;;BG20_101;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_101.png;;;;
Scarlet Skull;Skull;Undead;;Undead;;2;2;1;Reborn Deathrattle: Give a friendly Undead +1/+2.;4;2;Reborn Deathrattle: Give a friendly Undead +2/+4.;;;1;;;;;1;;;;BG25_022;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_022.png;;;1;
Seaborn Summoner;Seaborn;Elemental;Naga;Elemental;Naga;2;2;4;Spellcraft: Choose a minion. Add a minion of its type to the Tavern.;4;8;Spellcraft: Choose a minion. Add two minions of its type to the Tavern.;;;;;;;;;;;1;BG27_012;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_012.png;;;;
Selfless Hero;Selfless;;;All;;2;2;1;Deathrattle: Give a random friendly minion Divine Shield.;4;2;Deathrattle: Give 2 random friendly minions Divine Shield.;;;1;;;;;;;;;OG_221;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/OG_221.png;Rafael Zanchetin;"Don't worry about me… I'll just be here... under these tentacles.";1;
Sellemental;Selly;Elemental;;Elemental;;2;3;3;When you sell this, get a 3/3 Elemental.;6;6;When you sell this, get two 3/3 Elementals.;;;;;;;;;;;;BGS_115;BGS_115t;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_115.png;;;1;
Sewer Rat;Rat;Beast;;Beast;;2;3;2;Deathrattle: Summon a 2/3 Turtle with Taunt.;6;4;Deathrattle: Summon a 4/6 Turtle with Taunt.;;;1;;;;;;;;;BG19_010;BG19_010t;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG19_010.png;;;;
Shell Collector;Collector;Naga;;Naga;;2;4;3;Battlecry: Get a Gold Coin.;8;6;Battlecry: Get 2 Gold Coins.;;1;;;;;;;;;;BG23_002;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_002.png;;;1;
Silver Goose;Goose;Beast;;Beast;;2;2;3;Whenever this takes damage, summon a 2/2 Fledgling with Taunt.;4;6;Whenever this takes damage, summon a 4/4 Fledgling with Taunt.;;;;;;;;;;;;BG29_801;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_801.png;;;;
Snow Baller;Snow;Elemental;;Elemental;;2;3;4;When you sell this, give your minions +1 Health. Improve your future Ballers.;6;8;When you sell this, give your minions +2 Health. Improve your future Ballers.;;;;;;;;;;;;BG31_818;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_818.png;;;1;
Soul Rewinder;Rewinder;Demon;;Demon;;2;4;1;After your hero takes damage, rewind it and give this +1 Health.;8;2;After your hero takes damage, rewind it and give this +2 Health.;;;;;;;;;;;;BG26_174;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_174.png;Sergey Tsvelykh;;1;
Southsea Captain;Captain;Pirate;;Pirate;;2;3;3;Your other Pirates have +1/+1.;6;6;Your other Pirates have +2/+2.;;;;;;;;;;;;NEW1_027;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/NEW1_027.png;Ken Steacy;When he saves enough plunder, he's going to commission an enormous captain's hat. He has hat envy.;;
Sparring Partner;Partner;;;All;;2;3;2;Taunt Battlecry: Give a minion Taunt.;6;4;Taunt Battlecry: Give a minion Taunt.;;1;;1;;;;;;;;BG_AT_069;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG_AT_069.png;Jim Nelson;Come at me, bro.;;
Spawn of N'Zoth;Spawn;;;All;;2;2;2;Deathrattle: Give your minions +1/+1.;4;4;Deathrattle: Give your minions +2/+2.;;;1;;;;;;;;;OG_256;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/OG_256.png;Peter Stapleton;Who's a cute widdle N'Zoth? You are! Yes you are! Yes you're the cutest widdle N'Zoth in the whole world!!!;;
Steward of Time;Steward;Dragon;;Dragon;;2;3;3;When you sell this minion, give all minions in Bob's Tavern +2/+1.;6;6;When you sell this minion, give all minions in Bob's Tavern +4/+2.;;;;;;;;;;;;BGS_037;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_037.png;James Ryman;;;
Tad;Tad;Murloc;;Murloc;;2;2;2;When you sell this, add another random Murloc to your hand.;4;4;When you sell this, add 2 other random Murlocs to your hand.;;;;;;;;;;;;BG22_202;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG22_202.png;;;1;
Thaumaturgist;Thauma;Naga;;Naga;;2;2;2;Spellcraft: Give a minion +1/+1 until next turn. (Improved by every 4 spells you've cast this game!);4;4;Spellcraft: Give a minion +2/+2 until next turn. (Improved by every 4 spells you've cast this game!);;;;;;;;;;;1;BG31_924;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_924.png;;;1;
Thorncaller;Thorncaller;Quilboar;;Quilboar;;2;3;2;Deathrattle: Get a Blood Gem.;6;4;Deathrattle: Get 2 Blood Gems.;;;1;;;;;;;;;BG20_105;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_105.png;;;;
Thousandth Paper Drake;Drake;Dragon;;Dragon;;2;2;3;Start of Combat: Give your left-most Dragon +1/+2 and Windfury.;4;6;Start of Combat: Give your two left-most Dragons +1/+2 and Windfury.;;;;;;;;;;;;BG29_810;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_810.png;;;;
Tough Tusk;Tusk;Quilboar;;Quilboar;;2;5;3;After a Blood Gem is played on this, gain Divine Shield until next turn.;10;6;After a Blood Gem is played on this, gain Divine Shield.;;;;;;;;;;;;BG20_102;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_102.png;;;1;
Twilight Emissary;Emissary;Dragon;;Dragon;;2;3;3;Taunt Battlecry: Give a friendly Dragon +2/+2.;6;6;Taunt Battlecry: Give a friendly Dragon +4/+4.;;1;;1;;;;;;;;BGS_038;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_038.png;;;;
Unstable Ghoul;Ghoul;;;All;;2;1;3;Taunt Deathrattle: Deal 1 damage to all minions.;2;6;Taunt Deathrattle: Deal 1 damage to all minions twice.;;;1;1;;;;;;;;FP1_024;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/FP1_024.png;Mike Nicholson;Filling your Ghouls with Rocket Fuel is all the rage at Necromancer school.;;
Upbeat Flutist;Flutist;Murloc;;Murloc;;2;2;5;At the end of every 2 turns, give a random minion in your hand +9 Health. (2 turns left!);4;10;At the end of every 2 turns, give a random minion in your hand +18 Health. (2 turns left!);;;;;;;;;;;;BG26_352;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_352.png;Tanamaes Leejierasaes;;;
Very Hungry Winterfinner;Winterfinner;Murloc;;Murloc;;2;2;5;Taunt. Whenever this takes damage, give a minion in your hand +2/+1.;4;10;Taunt. Whenever this takes damage, give a minion in your hand +4/+2.;;;;1;;;;;;;;BG29_300;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_300.png;;;;
Wanderer Cho;Cho;;;All;;2;4;3;1 Pass each turn is free. (1 left!);8;6;2 Passes each turn are free. (2 left!);;;;;;;;;;;;BGDUO_100;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO_100.png;;;1;1
Whelp Smuggler;Smuggler;;;Dragon;;2;2;5;After a friendly Dragon gains Attack, give it +1 Health.;4;10;After a friendly Dragon gains Attack, give it +2 Health.;;;;;;;;;;;;BG21_013;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_013.png;;;1;
Yo-Ho-Ogre;Ogre;Pirate;;Pirate;;2;3;6;Taunt. After this minion survives being attacked, attack immediately.;6;12;Taunt. After this minion survives being attacked, attack immediately.;;;;1;;;;;;;;BGS_060;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_060.png;;;;
Yrel;Yrel;;;All;;2;1;4;After this attacks, give a friendly minion of each type +1/+2.;2;8;After this attacks, give a friendly minion of each type +2/+4.;;;;;;;;;;;;BG23_350;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_350.png;;;;
Zesty Shaker;Shaker;Naga;;Naga;;2;3;4;Once per turn, when a Spellcraft spell is played on this, get a new copy of it.;6;8;Once per turn, when a Spellcraft spell is played on this, get 2 new copies of it.;;;;;;;;;;;;BG26_505;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_505.png;;;1;
Zilliax: Bonding Module;Bonding;Mech;;Mech;;2;3;4;Magnetic. This minion can triple with any Zilliax Modules.;6;8;;;;;;;;;;;1;;BG29_100t5;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_100t5.png;;;;
Zilliax: Claw Module;Claw;Mech;;Mech;;2;3;4;Taunt. This minion can triple with any Zilliax Modules.;6;8;;;;;1;;;;;;;;BG29_100;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_100.png;;;;
Zilliax: Crystal Module;Crystal;Mech;;Mech;;2;3;4;Reborn. This minion can triple with any Zilliax Modules.;6;8;;;;;;;;;1;;;;BG29_100t;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_100t.png;;;;
Zilliax: Defense Module;Defense;Mech;;Mech;;2;3;4;Divine Shield. This minion can triple with any Zilliax Modules.;6;8;;;;;;1;;;;;;;BG29_100t2;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_100t2.png;;;;
Zilliax: Smoke Module;Smoke;Mech;;Mech;;2;3;4;Stealth. This minion can triple with any Zilliax Modules.;6;8;;;;;;;;;;;;;BG29_100t3;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_100t3.png;;;;
Zilliax: Whirring Module;Whirring;Mech;;Mech;;2;3;4;Windfury. This minion can triple with any Zilliax Modules.;6;8;Windfury. This minion can triple with any Zilliax Modules.;;;;;;1;;;;;;BG29_100t4;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_100t4.png;;;;
Accord-o-Tron;Accord;Mech;;Mech;;3;3;3;Magnetic. At the start of your turn, gain 1 extra Gold.;6;6;Magnetic. At the start of your turn, gain 2 extra Gold.;;;;;;;;;;1;;BG26_147;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_147.png;;;1;
Adaptive Ancestor;Ancestor;Murloc;;Murloc;;3;2;2;"Choose One - Gain +3 Attack and Divine Shield; or +3 Health and Venomous.";4;4;"Choose One - Gain +6 Attack and Divine Shield; or +6 Health and Venomous.";;;;;;;;;;;;BG31_144;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_144.png;;;1;
Amber Guardian;Guardian;Dragon;;Dragon;;3;3;2;Start of Combat: Give another friendly Dragon +2/+2 and Divine Shield.;6;4;Start of Combat: Give two other friendly Dragons +4/+4 and Divine Shield.;;;;;;;;;;;;BG24_500;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG24_500.png;;;1;
Annoy-o-Module;Module;Mech;;Mech;;3;2;4;Magnetic Divine Shield Taunt;4;8;Magnetic Divine Shield Taunt;;;;1;1;;;;;1;;BOT_911;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BOT_911.png;Matt Dixon;Every ten seconds it asks if you want to update.;1;
Anub'arak, Nerubian King;Anub;Undead;;Undead;;3;3;2;Deathrattle: Your Undead have +1 Attack for the rest of the game (wherever they are).;6;4;Deathrattle: Your Undead have +2 Attack for the rest of the game (wherever they are).;;;1;;;;;;;;;BG25_007;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_007.png;;;1;
Arcanotron, Activated;Arcanotron;Mech;;Mech;;3;4;1;Taunt Whenever you cast a Tavern spell, give a friendly Mech +3/+2.;8;2;Taunt Whenever you cast a Tavern spell, give a friendly Mech +6/+4.;;;;1;;;;;;;;BG31_173;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_173.png;;;1;
Arm of the Empire;Arm;;;All;;3;4;4;Whenever a friendly Taunt minion is attacked, give it +3 Attack permanently.;8;8;Whenever a friendly Taunt minion is attacked, give it +6 Attack permanently.;;;;;;;;;;;;BGS_110;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_110.png;;;1;
Bannerboar;Boar;Quilboar;;Quilboar;;3;1;4;At the end of your turn, play a Blood Gem on adjacent minions.;2;8;At the end of your turn, play 2 Blood Gems on adjacent minions.;;;;;;;;;;;;BG20_201;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_201.png;;;1;
Barrens Brawler;Brawler;;;All;;3;2;6;Battlecry: Get a random Deathrattle minion.;4;12;Battlecry: Get 2 random Deathrattle minions.;;1;;;;;;;;;;BG29_861;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_861.png;;;;
Bird Buddy;Buddy;;;Beast;;3;2;4;Avenge (1): Give your Beasts +1/+1.;4;8;Avenge (1): Give your Beasts +2/+2.;;;;;;;;;1;;;BG21_002;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_002.png;;;1;
Bloodsail Cannoneer;Cannoneer;Pirate;;Pirate;;3;4;3;Battlecry: Give your other Pirates +3 Attack.;8;6;Battlecry: Give your other Pirates +6 Attack.;;1;;;;;;;;;;BGS_053;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_053.png;;;;
Boar Gamer;Gamer;Quilboar;;Quilboar;;3;2;4;Taunt At the end of every 2 turns, get a random Choose One cards. (2 turns left!);4;8;Taunt At the end of every 2 turns, get 2 random Choose One cards. (2 turns left!);;;;1;;;;;;;;BG31_329;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_329.png;;;1;
Bountiful Bedrock;Bedrock;Elemental;;Elemental;;3;3;4;At the end of every 2 turns, get a random Elemental. (2 turns left!);6;8;At the end of every 2 turns, get 2 random Elementals. (2 turns left!);;;;;;;;;;;;BG30_160;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_160.png;;;1;
Briny Bootlegger;Bootlegger;Pirate;;Pirate;;3;4;4;At the end of your turn, if you have another Pirate, add a Gold Coin to your hand.;8;8;At the end of your turn, if you have another Pirate, add 2 Gold Coins to your hand.;;;;;;;;;;;;BG21_017;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_017.png;;;;
Bristleback Brute;Brute;Quilboar;;Quilboar;;3;3;3;The first Blood Gem played on this each turn gives an extra +3/+3.;6;6;The first Blood Gem played on this each turn gives an extra +6/+6.;;;;;;;;;;;;BG20_103;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_103.png;;;;
Bristlemane Scrapsmith;Scrapsmith;Quilboar;;Quilboar;;3;4;4;After a friendly Taunt minion dies, get a Blood Gem.;8;8;After a friendly Taunt minion dies, get 2 Blood Gems.;;;;;;;;;;;;BG24_707;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG24_707.png;;;;
Bristling Buffoon;Buffoon;Quilboar;;Quilboar;;3;3;4;Whenever this takes damage, get a Blood Gem. (3 times per combat.) ;6;8;Whenever this takes damage, get two Blood Gems. (3 times per combat.) ;;;;;;;;;;;;BG29_160;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_160.png;;;1;
Bronze Warden;Warden;Dragon;;Dragon;;3;2;1;Divine Shield Reborn;4;2;Divine Shield Reborn;;;;;1;;;1;;;;BGS_034;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_034.png;;;;
Budding Greenthumb;Greenthumb;;;All;;3;1;4;Avenge (3): Give adjacent minions +2/+1 permanently.;2;8;Avenge (3): Give adjacent minions +4/+2 permanently.;;;;;;;;;1;;;BG21_030;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_030.png;;;;
Cadaver Caretaker;Caretaker;Undead;;Undead;;3;3;3;Deathrattle: Summon three 1/1 Skeletons.;6;6;Deathrattle: Summon three 2/2 Skeletons.;;;1;;;;;;;;;BG30_125;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_125.png;;;1;
Crow's Nest Sentry;Sentry;Pirate;;Pirate;;3;4;2;Battlecry: Give your other Pirates +4 Health.;8;4;Battlecry: Give your other Pirates +8 Health.;;1;;;;;;;;;;BG29_502;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_502.png;;;;
Crystal Infuser;Infuser;Quilboar;;Quilboar;;3;3;2;"Choose One - Get 3 Blood Gems; or gain 'Deathrattle: Get 2 Blood Gems.'";6;4;"Choose One - Get 6 Blood Gems; or gain 'Deathrattle: Get 4 Blood Gems.'";;;;;;;;;;;;BG31_325;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_325.png;;;1;
Deadly Spore;Spore;;;All;;3;1;1;Venomous;2;2;Venomous;;;;;;;1;;;;;BGS_131;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_131.png;;;1;
Deep Blue Crooner;Deep Blue;Naga;;Naga;;3;2;2;Spellcraft: Give a minion +1/+1 until next turn. Improve your future Deep Blues.;4;4;Spellcraft: Give a minion +2/+2 until next turn. Improve your future Deep Blues.;;;;;;;;;;;1;BG26_502;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_502.png;;;;
Deflect-o-Bot;Deflecto;Mech;;Mech;;3;3;2;Divine Shield Whenever you summon a Mech during combat, gain +2 Attack and Divine Shield.;6;4;Divine Shield Whenever you summon a Mech during combat, gain +4 Attack and Divine Shield.;;;;;1;;;;;;;BGS_071;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_071.png;;;1;
Diremuck Forager;Muck;Murloc;;Murloc;;3;3;4;Start of Combat: Give a minion in your hand +2/+2, then summon it for this combat only.;6;8;Start of Combat: Give a minion in your hand +4/+4, then summon it for this combat only.;;;;;;;;;;;;BG27_556;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_556.png;Ware Lee;;;
Disguised Graverobber;Graverobber;Undead;;Undead;;3;4;4;Battlecry: Destroy a friendly Undead to get a copy of it.;8;8;Battlecry: Destroy a friendly Undead to get 2 plain copies of it.;;1;;;;;;;;;;BG28_303;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_303.png;;;1;
Doting Dracthyr;Dracthyr;Dragon;;Dragon;;3;4;3;At the end of your turn, give your teammate's minions +1 Attack.;8;6;At the end of your turn, give your teammate's minions +2 Attack.;;;;;;;;;;;;BGDUO_107;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO_107.png;;;1;1
Dreadbeard;Dreadbeard;Demon;Pirate;Demon;Pirate;3;4;4;At the end of your turn, deal 1 damage to your hero and get a Gold Coin.;8;8;At the end of your turn, deal 1 damage to your hero and get two Gold Coins.;;;;;;;;;;;;BG27_011;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_011.png;;;;
Eagill;Gill;Murloc;Beast;Murloc;Beast;3;7;1;Battlecry: Give another random friendly minion and a minion in your hand +2/+3.;14;2;Battlecry: Give another random friendly minion and a minion in your hand +4/+6.;;1;;;;;;;;;;BG28_630;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_630.png;;;;
Eventide Brute;Brute;Naga;;Naga;;3;4;3;After you cast a spell, gain +1/+1.;8;6;After you cast a spell, gain +2/+2.;;;;;;;;;;;;BG23_010;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_010.png;;;;
Faceless Disciple;Disciple;;;All;;3;6;4;Battlecry: Transform a minion into one from a Tavern Tier higher.;12;8;Battlecry: Transform a minion into one from 2 Tavern Tiers higher.;;1;;;;;;;;;;BG24_719;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG24_719.png;;;;
False Implicator;Implicator;Demon;;Demon;;3;1;1;At the end of your turn, consume a minion in the Tavern to gain its stats.;2;2;At the end of your turn, consume a minion in the Tavern to gain double its stats.;;;;;;;;;;;;BG29_140;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_140.png;;;1;
Felemental;Felemental;Elemental;Demon;Elemental;Demon;3;3;3;Battlecy: Minions in the Tavern have +1/+1 this game.;6;6;Battlecy: Minions in the Tavern have +2/+2 this game.;;1;;;;;;;;;;BG25_041;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_041.png;;;1;
Felfin Navigator;Navigator;Murloc;;Murloc;;3;4;4;Battlecry: Give your other Murlocs +1/+1.;8;8;Battlecry: Give your other Murlocs +2/+2.;;1;;;;;;;;;;BT_010;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BT_010.png;Andrew Hou;Return my fishes to me, and I myself shall carry you to the gates of Mrrhalla!;;
Fiery Felblood;Fiery;Elemental;Demon;Elemental;Demon;3;2;1;Deathrattle: Minions in the Tavern have +2 Attack this game.;4;2;Deathrattle: Minions in the Tavern have +4 Attack this game.;;;1;;;;;;;;;BG29_877;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_877.png;;;;
First Mate Pip;Pip;Pirate;;Pirate;;3;5;4;You only need 2 of these to make a Golden copy.;10;8;(Only 2 copies of this minion were needed to make it Golden.);;;;;;;;;;;;BG23_192;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_192.png;;;;
Floating Watcher;Watcher;Demon;;Demon;;3;4;4;Whenever your hero takes damage on your turn, gain +2/+2.;8;8;Whenever your hero takes damage on your turn, gain +4/+4.;;;;;;;;;;;;BG_GVG_100;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG_GVG_100.png;;;1;
Fountain Chiller;Chiller;Murloc;;Murloc;;3;4;4;Battlecry: Give a friendly Murloc +2/+1. (Improved by each different Bonus Keyword in your warband!);8;8;Battlecry: Give a friendly Murloc +4/+2. (Improved by each different Bonus Keyword in your warband!);;1;;;;;;;;;;BG31_145;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_145.png;;;1;
